RUBRO,NOMBRE FANTASIA,DIRECCION,N§,LOCALIDAD,DEPARTAMENTO,TELEFONOS,CLASE,CATEGORIA,ESTADO,HABIT.,PLAZAS,TITULAR,E-MAIL
CABA¥AS,CANTAROS DEL ACONCAGUA,RUTA PANAMERICA,KM.18,BLANCO ENCALADA,LUJAN DE CUYO,4892029,CABA¥AS,2 ESTRELLAS,INSCRIPTO,6,20,VALPARAISO S.A.,www.cantarosdelaconcagua.com - reservas@cantarosdelaconcagua.com
PAT,TERRAZAS EN EL BOSQUE,LOS ABEDULES,425,CIUDAD,MALARGUE,0260-154636622,PAT,PAT,INSCRIPTO,3,18,"ARDALLA, MARIA CELIA",terrazasenelbosque@gmail.com
ALOJAMIENTO,HOSTEL MALBEC,AV.SAN MARTIN,1446,CIUDAD,CAPITAL,4290139,ALOJAMIENTO,SIN CATEGORIZAR,E/T,17,40,"SUSSO, MARIA FLORENCIA",info@malbechostel.com.ar
ALOJAMIENTO,POSADA EL ENCUENTRO EN CHACRAS DE CORIA,CAPITAN CANDELARIA,5413,CHACRAS DE CORIA,LUJAN DE CUYO,4963828,HOSTERIA,3 ESTRELLAS,INSCRIPTO,10,33,POSADA EL ENCUENTRO S.R.L.,info@posadaelencuentro.com
ALOJAMIENTO,ACASIAS DE LA VILLA,SARMIENTO,148,25 DE MAYO,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"SALINAS, SUSANA TERESA",
ALOJAMIENTO,EL RINCON DE LA CARRETA,"RUTA NAC,143",S/N,PAREDITAS,SAN CARLOS,02627-15483267,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,30,"TOMAS, JUAN DE DIOS",juandariotomas@gmail.com
PAT,POSADA DEL SOL,MB-C4-B§ PARQIE LOURDES,S/N,EL CHALLAO,LAS HERAS,4441854,PAT,PAT,INSCRIPTO,3,15,"VICENTE, NESTOR JORGE",
ALOJAMIENTO,AGUILAS DE PIEDRA,RUTA PROV.82,km31,CACHEUTA,LAS HERAS,4390313,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,25,DESARROLLOS INMOBILIARIOS S.A.,
ALOJAMIENTO,HOTEL BONITO,SAN MARTIN,325,CIUDAD,SAN RAFAEL,0260-4426006,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,T Y G TRAVEL S.R.L.,hotelbonito@gmail.com
CABA¥AS,TERRAZAS AL VALLE,RUTA 173,KM.21,VALLE GRANDE,SAN RAFAEL,011-1530255036,CABA¥AS,1 ESTRELLA,INSCRIPTO,,,KAWIN S.A.,info@terrazasalvalle.com.ar
ALOJAMIENTO,CASAS DEL LAGO,EJERCITO DE LOS ANDES,8000,RAMA CAIDA,SAN RAFAEL,0260-154418273,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,30,"LEGLISES, PEDRO EDUARDO",
ALOJAMIENTO,SHANTI HOSTEL,H.YRIGOYEN,2602,LAS PAREDES,SAN RAFAEL,0260-4435358 - 0111565803201,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"CORIN, JORGELINA MARIANA",
ALOJAMIENTO,PORTOBELO,BANDERA DE LOS ANDES,1009,SAN JOSE,GUAYMALLEN,4320568,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,36,"MARIA LORENA,LUIS,NATALIA Y FEDERICO STABIO",
ALOJAMIENTO,BODEGA VISTALBA,ROQUE SAENZ PE¥A,3531,VISTALBA,LUJAN DE CUYO,4989400,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,BODEGA VISTALBA S.A.,turismo@cpwines.com
ALOJAMIENTO,ENTRE CIELOS,GUARDIA VIEJA,1998,VISTALBA,LUJAN DE CUYO,4988538-156626147,PETIT HOTEL,3 ESTRELLAS,INSCRIPTO,16,32,DON SEVERO S.A.,info@entrecielos.com
ALOJAMIENTO,LAS ACEQUIAS,EJERCITO DE LOS ANDES,3300,RAMA CAIDA,SAN RAFAEL,02392-15484759,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"BERTOLINI, SOMIA BEATRIZ",info@lasacequiassanrafael.com
ALOJAMIENTO,CABA¥AS REINA DE LA PAZ,EJERCITO DE LOS ANDES,1100,RAMA CAIDA,SAN RAFAEL,0260-154301312,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,18,"MIRON, ALFREDO",
HOSPEDAJE RURAL,QUERENCIA LODGE LULUNTA,MAZA,S/N,LULUNTA,MAIPU,4449396-156624188,HOSPEDAJE RURAL,HOSPEDAJE RURAL,INSCRIPTO,1,10,"BRENNAN, ADOLFO LUIS",
ALOJAMIENTO,COMPLEJO LOS PARRALES,CALLE 5 A 90 MTS.AL SUR DE STA.FE,,EL DESVIO,GRAL.ALVEAR,02625-15446263,HOSPEDAJE RURAL,HSOPEDAJE RURAL,INSCRIPTO,4,12,"RIOS, MARIA VISTORIA",complejolosparrales@hotmail.com
ALOJAMIENTO,CASA LILA,NICOLAS AVELLANEDA,262,CIUDAD,CAPITAL,4296340,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,14,"GIOVANELI, MARIELA",info@casalila.com.ar
ALOJAMIENTO,SAINT BERNARD,AV.ALBERDI,6500,CUADRO NACIONAL,SAN RAFAEL,0260-415317417,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"GENTILE, ANDRES MIGUEL",
ALOJAMIENTO,ESPEJOS DEL RIO,RUTA 175,KM.10220,RAMA CAIDA,SAN RAFAEL,0260-154223945/154589643,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,18,"TORO, SUSANA ALIZABETH",
ALOJAMIENTO,CABA¥A LA ENRIQUETA,VIDELA ARANDA,6221,RODEO DEL MEDIO,MAIPU,4811310,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"LUCERO, DELIA ENRIQUETA",
ALOJAMIENTO,RIO DIAMANTE,PELLEGRINI,330,CIUDAD,SAN RAFAEL,0260-4422499,ALOJAMIENTO,SIN CATEGORIZAR,E/T,21,56,"OVIEDO, GUILLERMOG ABRIEL",hotel.riodiamante@gmail.com
ALOJAMIENTO,CABA¥AS CANGALLO,CANGALLO,1428,CIUDAD,SAN RAFAEL,0260-4429110,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,32,"CERDA, FRANCISCA",francisca_cerda@hotmail.com
ALOJAMIENTO,FINCA LAS MARUJITAS,EL PANTANO FINCA LAS MARUJITAS,S/N,JOCOLI VIEJO,LAVALLE,4573371,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,10,FINCA LAS MAURIJITAS S.A.,
ALOJAMIENTO,HOTEL MARGAL,AV.JUAN B.JUSTO,75,CIUDAD,CAPITAL,4252013-5243617,ALOJAMIENTO,SIN CATEGORIZAR,E/T,19,43,ANDREA C. Y GLADYS B. ESCORIHUELA,hotelmargal@hotmail.com
ALOJAMIENTO,RIO SO¥ADO,RUTA 173,"KM.15,5",VALLE GRANDE,SAN RAFAEL,2604585073,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,24,"JAEGGI, FABIAN",
ALOJAMIENTO,LOS ABEDULES,LOS ABEDULES,425,CIUDAD,MALARGUE,0260-154481655,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MAZZINI, CONSTANZA",constanzamazzini@gmail.com
ALOJAMIENTO,LA RINCONADA,RUTA PROV.82,KM.39,CACHEUTA,LUJAN DE CUYO,02624-490144,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,28,LA RINCONADA S.A.,larinconadacacheuta@yahoo.com.ar
ALOJAMIENTO,ROBLES DE BESARES,BESARES,796,CHACRAS DE CORIA,LUJAN DE CUYO,4963934,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,8,"MADEIRA, LAURA BEATRIZ",
ALOJAMIENTO,CABA¥AS PLAYA DEL RIO,RUTA PROV.82,KM.25,SIERRAS DE ENCALADA,LAS HERAS,152093351,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"PIANTINI, SERGIO DANIEL",
ALOJAMIENTO,HOTEL SYRAH,SARMIENTO,971,CIUDAD,SAN RAFAEL,0260-154698349,ALOJAMIENTO,SIN CATEGORIZAR,E/T,26,60,"VAN YSSELDYK, ALBERTO",
ALOJAMIENTO,TERRAZAS LODGE,MAZA,126,CIUDAD,SAN RAFAEL,0260-154597938,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,15,"MONZALVO, ELISABETH ALEXIA",
ALOJAMIENTO,NIHUIL HOTEL,LA PASARELA,1200,EL NIHUIL,SAN RAFAEL,0260-4494028,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,ASOCIACION MUTUAL MECANICA-SMATA,
ALOJAMIENTO,ALDEA AZUL,RUTA PROV.82,KM.29,COLONIA SUIZA,LAS HERAS,155083905,CABA¥AS,1 ESTRELLA,INSCRIPTO,1,6,"VERGARA, EVA IVANA",info@aldeaazul.com.ar
ALOJAMIENTO,LUJAN DE CUYO B&B,AZCUENAGA,1237,CIUDAD,LUJAN DE CUYO,4984495-156409153,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,8,"SANCHEZ GONZALEZ, IGNACIO",info@lujandecuyobyb.com.ar
HOTEL,VILLA MANSA,CALLEJON C/SALIDA A ROQUES.PE¥A,4687,LAS COMPUERTAS,LUJAN DE CUYO,4983258,HOTEL,3 ESTRELLAS,INSCRIPTO,12,36,LOCANDA S.R.L.,info@villamansa.com
ALOJAMIENTO,LA PICHONA,CORREDOR PRODUCTIVO,S/N,AGUA AMARGA,TUNUYAN,154533116,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,18,"HINOJOSA DAVILA, ARIEL ENRIQUE",
ALOJAMIENTO,COMPLEJO AITUE,"CALLE ""F""",S/N,EL JUNCALITO,GRAL.ALVEAR,2625-518791,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,11,"ROSSI, ADRIAN ROBERTO",
ALOJAMIENTO,CABA¥AS WALWALšN,ELISA TESTA,KM3220,EL TOTORAL,TUNUYAN,155745247,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,18,"DI DOMENICO, SERGIO",
ALOJAMIENTO,APART HOTEL PLAZA,ECHEVERRIA,865,CIUDAD,TUNUYAN,02622-423989,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"PONT, MARIA ELENA",
ALOJAMIENTO,EL VIAJERO,AV.RIVADAVIA,320,CIUDAD,SAN RAFAEL,0260-4433305,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,32,"CARALLOS, MARIA CRISTINA",residencialelviajero@yahoo.com.ar
ALOJAMIENTO,BOHEMIA HOTEL BOUTIQUE,GRANADEROS,954,CIUDAD,CAPITAL,0261-4230575,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"ABUE, SILVIA SUSANA",
ALOJAMIENTO,CAMAU,"B§JARDIN CRISTAL M""D2-C 9",,CIUDAD,MAIPU,156659791,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,6,"SANCHEZ, ANTONIO M.",anapele@yahoo.com.ar
ALOJAMIENTO,LA CASONA,BALLOFET,262,CIUDAD,SAN RAFAEL,0260-1154339642,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,22,"PANELO, ROSA LIDIA BEATRIZ",
ALOJAMIENTO,COMPLEJO LA LECHUZA,CALLEJON COMUNERO C/SALIDA A MAHATMA GANDHI,S/N,POTRERILLOS,LUJAN DE CUYO,155197222-155914120,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,10,"TUR BOGGIANO, ,ARIELA",complejolalechuza@hotmail.com
ALOJAMIENTO,CABA¥AS LOS RENUEVOS,VILLEGAS OESTE,1231,CIUDAD,MALARGUE,0260-4470814,PAT,PAT,INSCRIPTO,2,8,"TASSARA, NORA ADRIANA",losrenuevosmendoza@hotmail.com
ALOJAMIENTO,CLUB TAPIZ,PEDRO MOLINA,S/N,RUSSELL,MAIPU,4900202,ALOJAMIENTO,SIN CATEGORIZAR,E/T,11,22,FINCAS PATAGONICAS S.A.,clubtapiz@tapiz.com.ar
ALOJAMIENTO,SOL Y NIEVE,"LOTE N§2-MZA.""K""-LOS CHACAYES",,MANZANO HISTORICO,TUNUYAN,155796351-154859477,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MONTENEGRO, NANCY MERCEDES",reservas@cabanassolynieve.com.ar
ALOJAMIENTO,VIEJO RINCON,FRANCISCO DELGADO Y BULOGNE SUR MER,,CIUDAD,TUNUYAN,02622-422705,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,28,"DELGADO, JUAN JOSE",
ALOJAMIENTO,RESIDENCIAL DE OTO,BERNARDO ORTIZ,186,BENEGAS,GODOY CRUZ,4224606,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,17,"DE OTO, ENRIQUE JOSE MARIA",enriquedeoto@hotmail.com
ALOJAMIENTO,PLAZA PARADISO PETIT HOTEL,MITRE,1426,CHACRAS DE CORIA,LUJAN DE CUYO,4962909,ALOJAMIENTO,SIN CATEGORIZAR,E/T,13,52,PLAZA PARADISO S.A.,
ALOJAMIENTO,CABA¥AS LOS NIYUS,CUBILLOS,4035,RAMA CAIDA,SAN RAFAEL,0260-4694868,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,22,"GIANGRAVE, PABLO ADRIAN",losniyus@hotmail.com
ALOJAMIENTO,COMPLEJO LA CAVA,H.YRIGOYEN,4041,EL TOLEDANO,SAN RAFAEL,0260-4436220,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,20,"CORZO, MARINA CECILIA",contacto@complejolacava.com
HOSTERIA,ATAMISQUE,LA GLORIA,2054,SAN JOSE,TUPUNGATO,02622-488922,HOSTERIA,2 ESTRELLAS,INSCRIPTO,6,12,FRUTSUR S.A.,www.atamisque.com
ALOJAMIENTO,RIO DIAMANTE,LOS FILTROS,5055,LAS PAREDES,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,16,"GROSSO, ANA MARIA",
ALOJAMIENTO,DALI,BELGRANO,44,CIUDAD,SAN RAFAEL,0260-4430059,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,36,78,TURISMO LOS ANDES S.A.,
ALOJAMIENTO,CABA¥AS PERDRIEL,SAN MARTIN,2537,PERDRIEL,LUJAN DE CUYO,4880700,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,16,"ELENA, JUAN CARLOS",cabanasperdriel@yahoo.com.ar
ALOJAMIENTO,CASA VINEROS,ROQUE SAENZ PE¥A,5704,VISTALBA,LUJAN DE CUYO,4982176,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"PONTE, LILIANA INES",
PAT,CABA¥AS EL LABRIEGO,JUAN AGUSTIN MAZA,3684,,MALARGUE,0260-4418682,PAT,PAT,INSCRIPTO,2,12,"DIAZ, LEONOR VIVIANA",ellabriego@hotmail.com
ALOJAMIENTO,CABA¥AS LAS GOLONDRINAS,LAS GOLONDRINAS,S/N,EL SALTO,LUJAN DE CUYO,4972523,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,11,"GOMEZ, ANTONIO ALEJANDRO",
ALOJAMIENTO,TIERRA DE LA VID Y EL OLIVO,VIDELA ARANDA,2700,TRES ESQUINAS,MAIPU,4990729,PAT,PAT,INSCRIPTO,2,4,"BARCUDI, ELIZABETH MIRIAM",tierradelavidyelolivo@yahoo.com.ar
ALOJAMIENTO,EL TREBOL,LAS VEGAS OM:L12F,,POTRERILLOS,LUJAN DE CUYO,4979379,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"CONTI, JOSE NICOLAS ALBERTO",
ALOJAMIENTO,RANQUIL LUNCAY,RUTA 7,KM.1149,USPALLATA,LAS HERAS,02624-420421 / 261-4701538,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,60,"BORDON, SUSANA RAQUEL",ranquilluncay@yahoo.com.ar
ALOJAMIENTO,CABA¥AS SOLAIRE,AV.DEL SOL Y CALLE PUBLICA,,POTRERILLOS,LUJAN DE CUYO,155343553,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10,"GARCIA, AMALIA ESTHER",
ALOJAMIENTO,EL MIRADOR,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,155002120,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,8,"DI MECO, MARIO KORGE",
ALOJAMIENTO,CABA¥AS MIRADOR AZUL,AV.LOS CONDORES,S/N,POTRERILLOS,LUJAN DE CUYO,156097565,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,15,"TRAETTA, SODE ALBERTO",
ALOJAMIENTO,DEPARTAMENTOS PLAZA ESPA¥A,AV.ESPA¥A,744,CIUDAD,CAPITAL,4235700,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,26,"FADRO, DOMINGO LUIS",
ALOJAMIENTO,EL CENTENARIO,GUTIERREZ,452,CIUDAD,CAPITAL,4235516,ALOJAMIENTO,SIN CATEGORIZAR,E/T,14,42,SINDICATO DEL SEGURO DE LA RESPUBLICA ARGENTINA,nfraunhoffer@gmail.com
ALOJAMIENTO,CABA¥AS DE LA COSTA,RUTA PROV.82,KM.245,LAS COMPUERTAS,LUJAN DE CUYO,261-5097276,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10,"BERDUCI, ORLANDO",info@delacostamendoza.com.ar
ALOJAMIENTO,HUSSU APART HOTEL,AV.MITRE,1671,CIUDAD,SAN RAFAEL,0260-4432647,ALOJAMIENTO,SIN CATEGORIZAR,E/T,14,64,"MOTORO, ELENA Y ALESSIO, MONICA",mpalessio@gmail.com
ALOJAMIENTO,LA FINCA,CUBILLOS,4035,RAMA CAIDA,SAN RAFAEL,011-1560021911,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,12,"CURETTI, RAUL ANTONIO",raulcuretti@gmail.com
ALOJAMIENTO,CABA¥AS EL AUCA,LOS ANDES,142,25 DE MAYO,SAN RAFAEL,0260-4495098,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,20,"ACEVEDO, ESTHER ELINA",
ALOJAMIENTO,SOLARES DE VI¥UELA,AV.DEL TRABAJO,1870,CIUDAD,SAN RAFAEL,0260-154231465,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,23,AGROQUIMICOS EL DIAMANTE S.R.L.,
ALOJAMIENTO,HOTEL LOS MOLLES,RUTA 22,KM.30,LOS MOLLES,MALARGUE,0260-4499712,ALOJAMIENTO,SIN CATEGORIZAR,E/T,24,94,VALLE DE LOS MOLLES S.A.,info@losmolleshotel.com
ALOJAMIENTO,CABA¥AS TERRAZAS DEL LAGO,AV.DEL SOL,S/N,LAS VEGAS,LUJAN DE CUYO,4375865-153019850,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,28,"MARTINEZ, ROBERTO",
ALOJAMIENTO,CABA¥AS AROMAS DEL MALBEC,CERRO MARMOLEJO S/N-BøSOL Y NIEVE-,,EL MANZANO,TUNUYAN,261-4273194,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"DOMINGUEZ, LUIS MARCELO",marcelodominguez@yahoo.com.ar
ALOJAMIENTO,GOLF RISCO PLATEADO & RESORT,PASO EL PLANCHON,815,CIUDAD,MALARGUE,0260-4472551,PETIT HOTEL,3 ESTRELLAS,INSCRIPTO,9,23,"SANTISTIBAN,SILVANA EDA",riscoplateado@yahoo.com.ar
ALOJAMIENTO,JYM AUTOMOTORES,AV.ALVEAR ESTE,399,CIUDAD,GRAL.ALVEAR,02625-426614,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"CRESPILLO, LAURA-GRACIA, MIRIAM",jymautomotores@yahoo.com.ar
ALOJAMIENTO,COCHI-LIHUE,RUTA 92,KM.14,VISTA FLORES,TUNUYAN,02622-492071,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,48,"MANRESA,REINALDO BARTOLOME",facundomoretti@hotmail.com
ALOJAMIENTO,ESTANCIA LA ALEJANDRA,RUTA PROV.89,S/N,LA CARRERA,TUPUNGATO,4237423,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,8,EXPERIENCIA LOS ANDES S.A.,
ALOJAMIENTO,LOS TRONCOS COMPLEJO TURISTICO,AV.LOS CONDORES,S/N,LAS CARDITAS-POTRERILOS,LUJAN DE CUYO,4231101,ALOJAMIENTO,SIN CATEGORIZAR,E/T,14,98,TURISMO POTRERILLOS S.A.,complejolostroncos@hotmail.com
ALOJAMIENTO,CABA¥AS MIS NIETOS,MORGANI,127,LA CONSULTA,SAN CARLOS,02622-470850/15501082,PAT,PAT,INSCRIPTO,,,"MESA, ELBA GLADYS",cabanasmisnietos@yahoo.com.ar
ALOJAMIENTO,LOS TRONCOS DEL SALTO,AV.LOS CONDORES ESQ.LOS JILGUERES,,EL SALTO-POTRERILLOS,LUJAN DE CUYO,4311830,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"AGUIAR, JUAN CARLOS",
ALOJAMIENTO,PUNTO URBANO,AV.GODOY CRUZ,322,CIUDAD,CAPITAL,4295281,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,BERALONA .S.A,eduardorallo@hotmail.com
ALOJAMIENTO,FINCA LA AZUL CASA DE HUESPEDES,RUTA PROV.89,S/N,CORDON DEL PLATA,TUPUNGATO,02622-422174 - 0261-155883379,PETIT HOTEL,3 ESTRELLAS,INSCRIPTO,6,16,"SHIRLEY HINOJOSA Y CACCIAVILLA,LUIS S.H.",oficinashirley@speedy.com.ar
ALOJAMIENTO,PILGRIM`S REST,LONGONE,2577,CHACRAS DE CORIA,LUJAN DE CUYO,4965158,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,7,"GARAY, SARA LUCIA",luciagaray52@hotmail.com
ALOJAMIENTO,CHAGLASIAN WINE & SUITES,VALENTIN BIANCHI,1600,LAS PAREDES,SAN RAFAEL,260-154691455,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,24,"CHAGLASIAN, BRIDEYDA",
ALOJAMIENTO,CASA QUINTA LAS ROSAS,SAN MARTIN Y B.IZUEL,,LA LLAVE NUEVA,SAN RAFAEL,260-154313202,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,8,"AMPRIMO, ESTELLA MARIA",
ALOJAMIENTO,NOMADES,ARENALES,127,EUGENIO BUSTOS,SAN CARLOS,02622-15525454,ALOJAMIENTO,SIN CATEGORIZAR,E/T,7,20,HOSTERIANOMADES S.A.,hosterianomades@hotmail.com
ALOJAMIENTO,HOSTEL BAUDI,PATRICIAS MENDOCINAS,1741,CIUDAD,CAPITAL,4230588,ALOJAMIENTO,SIN CATEGORIZAR,E/T,13,13,"NARANJO, ALBERTO PASCUAL",albertonaranjo@hotmail.com
ALOJAMIENTO,MODIGLIANI SUITE MENDOZA,ALEM,41,CIUDAD,CAPITAL,154194844,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,6,"MENDEL, MARTIN",
ALOJAMIENTO,BODEGA BOUTIQUE,LAS VIRGENES,2880,LAS PAREDES,SAN RAFAEL,0260-4587230,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MARTIN, DAVID EDUARDO",
ALOJAMIENTO,LONG GOLDEN LIFE,AV.SAN MARTIN,2348,CIUDAD,CAPITAL,261-7047045,ALOJAMIENTO,SIN CATEGORIZAR,E/T,11,34,"AGUILERA, DAMIAN",goldenlifehotel@gmail.com
ALOJAMIENTO,CABA¥AS EL ISLE¥O,RUTA 173,KM.22,RAMA CAIDA,SAN RAFAEL,2627-15335159,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"BORROVSKY, SILVINA",silvinabobrosvsky@yahoo.com.ar
ALOJAMIENTO,CABA¥AS LAS ROCAS,CANGALLO,1450,CIUDAD,SAN RAFAEL,0260-154576263,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,36,"GIJON, GUSTAVO JOSE",infi@cabanaslasrocas.com.ar
ALOJAMIENTO,SOLEADO APART,AV.BALLOFET,1305,CIUDAD,SAN RAFAEL,0260-4447953,ALOJAMIENTO,SIN CATEGORIZAR,E/T,15,,,info@soleadosanrafael.com.ar
ALOJAMIENTO,LAS CHACRITAS,RUTA PROV.,89,POTRERILLOS,LUJAN DE CUYO,261-6139222,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MARIN, BEATRIZ MONICA",monicab_marin@hotmail.com
ALOJAMIENTO,CABA¥AS DEL SUR,EJERCITO DE LOS ANDES,555,RAMA CAIDA,SAN RAFAEL,0260-4441491,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,36,"SANCHEZ, GRACIELA SUSANA",
ALOJAMIENTO,AGUAS DEL PIZARRO-CENTRO DE RECREACION Y DESCANSO,RUTA 7,"KM.1073,5",CACHEUTA,LUJAN DE CUYO,155102413,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"PEREZ, CARLOS ALBERTO",aguasdelpizarro@yahoo.com.ar
ALOJAMIENTO,MARIA ANTONIA RODRIGUEZ,QUIROGA,550,RAMA CAIDA,SAN RAFAEL,0260-154321280,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"RODRIGUEZ, MARIA ANTONIA",
ALOJAMIENTO,FRANCESCO,CORONEL CAMPOS,197,CIUDAD,SAN RAFAEL,0260-4439031,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"BRUNO, OSVALDO FRANCISCO",hotelfrancesco@hotmail.com
ALOJAMIENTO,CASITAS DE CAMPO SANTA LUCIA,EJERCITO DE LOS ANDES,1800,RAMA CAIDA,SAN RAFAEL,0260-4441497,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,5,"GUTIERREZ, MARCELO",
ALOJAMIENTO,VILLA CAMPESTRE,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,02624-481122,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,29,"MATINES, GABRIELA ANDREA",gabypblancas@yahoo.com.ar
ALOJAMIENTO,RUCA KUNA,AV.LOS CARDOS,S/N,POTRERILLOS,LUJAN DE CUYO,156135019,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10,"GATTI, JUAN MANUEL",
ALOJAMIENTO,CABA¥AS DEL CONDOR,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,155943490,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,32,"LUCCHESI, ADOLFO",
ALOJAMIENTO,XNOCCIO AVENTURA,RUTA PROV.82,KM.257,SIERRAS DE ENCALADA,LAS HERAS,4222163,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10,"BERNAREGGI, JESICA ALEJANDRA",empresa@xnoccioaventura.com
ALOJAMIENTO,HOTELES YOU,AV.HIPOLITO YRIGOYEN,56,CIUDAD,SAN RAFAEL,2604422177,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,WE S.A.,gerencia@hotelestou.com
ALOJAMIENTO,CAMPING VALLE GRANDE,CLUB DE PESCADORES,,VALLE GRANDE,SAN RAFAEL,4426087,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,CLUB DE PESCADORES DE SAN RAFAEL,clubdepescadores@speedy.com.ar
ALOJAMIENTO,CABA¥AS FRUTOS DELICIOSOS,RUTA NAC.143,KM.513,RAMA CAIDA,SAN RAFAEL,2604-597561,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,16,"BALLARINI, LILIANA",info@frutosdeliciosos.com.ar
ALOJAMIENTO,CLUB DE PESCADORES SAN RAFAEL,RUTA 173,28000,EL NIHUIL,SAN RAFAEL,0260-4426087,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,36,CLUB DE PESCADORES DE SAN RAFAEL,clubdepescadores@speedy.com.ar
